code,product_name,nutri-score-cat,sugars_cat,fat_cat
450193000,"ice cream, vanilla",D,Très sucré,Très gras
450193031,"ice cream, butter pecan",D,Très sucré,Très gras
11110004543,"ice cream, vanilla bean",D,Très sucré,Très gras
11110004550,"ice cream, classic country vanilla",D,Très sucré,Très gras
11110004567,"ice cream, denali extreme moose tracks",D,Très sucré,Très gras
11110004574,"ice cream, southern butter pecan",D,Très sucré,Très gras
11110004604,"ice cream, chocolate",D,Très sucré,Très gras
11110004611,english toffee caramel ice cream,D,Très sucré,Très gras
11110004635,"ice cream, semi-sweet chocolate chip",D,Très sucré,Très gras
11110004642,"ice cream, amaretto cherry cordial",D,Très sucré,Très gras
11110004659,ice cream,D,Très sucré,Très gras
11110004666,"ice cream, chocolate chip cookie dough",D,Très sucré,Très gras
11110004680,"ice cream, black raspberry dark chocolate chunk",D,Très sucré,Très gras
11110004697,"ice cream, denali caramel caribou",D,Très sucré,Très gras
11110013996,"deluxe ice cream, s'mores",D,Très sucré,Très gras
11110014023,deluxe ice cream,D,Très sucré,Très gras
11110014238,"deluxe churned reduced fat ice cream, vividly vanilla",B,peu sucré,peu gras
11110014245,"deluxe ice cream, chocolate chip",D,Très sucré,Très gras
11110014252,"deluxe ice cream, death by chocolate",D,Très sucré,Très gras
11110014269,"deluxe ice cream, rocky road",D,Très sucré,Très gras
11110014368,ice cream,D,Très sucré,Très gras
11110017482,party pail ice cream,D,Très sucré,peu gras
11110017499,"party pail ice cream, chocolate",C,Très sucré,Très gras
11110017574,party pail ice cream,D,Très sucré,peu gras
11110017581,party pail ice cream,D,Très sucré,Très gras
11110017734,ice cream sandwiches,D,Très sucré,Très gras
11110019714,party pail ice cream,D,Très sucré,peu gras
11110021595,ice cream,D,Très sucré,Très gras
11110022950,"ice cream sandwiches, mint chocolate chips",D,Très sucré,peu gras
11110023513,mango passion fruit sorbet ice cream,C,Très sucré,Sans gras
11110023605,ice cream,D,Très sucré,Très gras
11110458759,white ice cream cone cake,E,Très sucré,Très gras
11110502919,ice cream,D,Très sucré,Très gras
11110502926,ice cream,D,Très sucré,peu gras
11110504906,"deluxe churned light ice cream, artisan vanilla bean",C,Très sucré,peu gras
11110504937,"deluxe churned light ice cream, caramel delight",D,Très sucré,peu gras
11110504944,"deluxe churned light ice cream, death by chocolate",C,Très sucré,peu gras
11110504951,"deluxe churned light ice cream, fun munch cookies n' cream",C,Très sucré,peu gras
11110504975,"deluxe churned light ice cream, southern crunch butter pecan",C,Très sucré,peu gras
11110505019,"deluxe churned reduced fat ice cream, peanut butter fudge swirl",C,peu sucré,peu gras
11110505026,"deluxe churned reduced fat ice cream, rocky road",B,peu sucré,peu gras
11110505040,"deluxe churned ice cream, vividly vanilla",B,peu sucré,peu gras
11110505859,ice cream,D,Très sucré,peu gras
11110507020,"deluxe ice cream, black walnut",C,Très sucré,Très gras
11110507105,"deluxe ice cream, chocolate chip",D,Très sucré,Très gras
11110507112,"deluxe ice cream, mint chocolate chip",D,Très sucré,Très gras
11110507150,"deluxe ice cream, death by chocolate",D,Très sucré,Très gras
11110507181,"deluxe ice cream, french vanilla magnifique",D,Très sucré,Très gras
11110507198,"deluxe ice cream, fun munch cookies n' cream",D,Très sucré,Très gras
11110507259,"deluxe ice cream, rocky road",D,Très sucré,Très gras
11110507266,"deluxe ice cream, southern crunch butter pecan",D,Très sucré,Très gras
11110507464,"deluxe ice cream, mint chocolate chip",D,Très sucré,Très gras
11110507488,"deluxe ice cream, strawberry surf",C,Très sucré,peu gras
11110507761,"deluxe churned ice cream, chocolate",B,peu sucré,peu gras
11110514783,"ice cream, denali chocolate, peanut butter, moose tracks",D,Très sucré,Très gras
11110521002,"ice cream, caramel hazelnut fudge truffle",D,Très sucré,Très gras
11110526038,"ice cream, denali extreme maximum fudge moose tracks",D,Très sucré,Très gras
11110529015,"ice cream, black raspberry,dark chocolate chunks",D,Très sucré,Très gras
11110529022,southern butter pecan ice cream,D,Très sucré,Très gras
11110529053,"ice cream, double vanilla",D,Très sucré,Très gras
11110529091,"ice cream, denali extreme moose tracks",D,Très sucré,Très gras
11110529343,"deluxe ice cream, chocolate cookie, crumble",D,Très sucré,Très gras
11110529350,"deluxe ice cream, triple brownie",D,Très sucré,Très gras
11110529374,"deluxe ice cream, chocolate/french vanilla",D,Très sucré,Très gras
11110529381,"deluxe churned light ice cream, blueberry pomegranate, chocolate chunk",C,Sans sucré,peu gras
11110529398,"deluxe churned light ice cream, french silk",D,Très sucré,peu gras
11110531506,ice cream,D,Très sucré,peu gras
11110531513,ice cream,C,Très sucré,Très gras
11110531520,ice cream,D,Très sucré,peu gras
11110531544,ice cream,D,Très sucré,peu gras
11110531551,ice cream,D,Très sucré,Très gras
11110531568,ice cream,D,Très sucré,peu gras
11110531582,"country club, ice cream, orange vanilla swirl",C,Très sucré,peu gras
11110531605,lowfat ice cream,C,Très sucré,peu gras
11110531612,lowfat ice cream,C,Très sucré,peu gras
11110533562,deluxe churned ice cream,B,peu sucré,peu gras
11110533593,deluxe ice cream,D,Très sucré,Très gras
11110533647,deluxe ice cream,D,Très sucré,Très gras
11110559487,ice cream,C,Très sucré,peu gras
11110571205,"artic blasters, ice cream bars, vanilla, chocolate",D,Très sucré,Très gras
11110576606,"ice cream sammies sandwiches, vanilla",D,Très sucré,peu gras
11110577276,ice cream sandwich,D,Très sucré,peu gras
11110578075,"arctic blasters, ice cream crispy bars, vanilla, chocolate",D,Très sucré,Très gras
11110578419,"ice cream sammies sandwich, chocolate chip, vanilla",D,Très sucré,peu gras
11110578693,"ice cream sammies sandwiches, neapolitan",D,Très sucré,peu gras
11110801661,pecan praline ice cream bars,E,Très sucré,Très gras
11110838063,home team ice cream,C,Très sucré,Sans gras
11110838186,ice cream,B,Très sucré,Sans gras
11110870995,"artic blasters, ice cream bars, strawberry",D,Très sucré,Très gras
11110871510,ice cream bars,E,Très sucré,Très gras
11150259378,ice cream cups,C,Sans sucré,Sans gras
11150584616,ice cream,C,Très sucré,peu gras
11150584630,"select, ice cream, death by chocolate",D,Très sucré,Très gras
11150584661,"select, ice cream, vanilla bean",D,Très sucré,peu gras
11150584678,"select, light ice cream, vanilla bean",C,Très sucré,peu gras
11150584685,"select, ice cream, mint chocolate chip",D,Très sucré,Très gras
11150584715,"select, ice cream, french vanilla",D,Très sucré,Très gras
11150584746,"select, light ice cream, chocolate chip cookie dough",D,Très sucré,peu gras
11150584753,"select, ice cream, chocolate",D,Très sucré,peu gras
11150584760,"ice cream, chocolate chip, cookie dough",D,Très sucré,Très gras
11150584784,"select, light ice cream, chocolate fudge chunk",C,Très sucré,peu gras
11150584838,ice cream,D,Très sucré,peu gras
11150584913,"ice cream, new york vanilla",D,Très sucré,Très gras
11150584920,ice cream,D,Très sucré,Très gras
11150584944,"ice cream, chocolate chip cookie dough",D,Très sucré,Très gras
11150584951,"ice cream, neapolitan",D,Très sucré,Très gras
11150584999,"light ice cream, black bing cherry",C,Très sucré,peu gras
11150585002,"ice cream, vanilla",C,Très sucré,peu gras
11150585033,"light ice cream, chocolate chip",D,Très sucré,peu gras
11150585040,light new york ice cream,C,Très sucré,peu gras
11150585095,ice cream,D,Très sucré,peu gras
11150585170,"ice cream, vanilla",D,Très sucré,peu gras
11150585194,"ice cream, cookies & cream",D,Très sucré,Très gras
11150585224,"ice cream, mint chocolate chip",D,Très sucré,Très gras
11150585279,"ice cream, fudge swirl",D,Très sucré,peu gras
11150589031,"ice cream sandwiches, vanilla",D,Très sucré,peu gras
11150589147,"ice cream bars, orange",C,Très sucré,peu gras
11150589208,"ice cream bars, vanilla",D,Très sucré,Très gras
11150589437,ice cream cups,D,Très sucré,Très gras
11150590013,ice cream bars,E,Très sucré,Très gras
11150590020,ice cream bars,D,Très sucré,Très gras
11150590037,ice cream bars,E,Très sucré,Très gras
11150990356,"ice cream, chocolate",D,Très sucré,peu gras
11150990417,ice cream,D,Très sucré,peu gras
11153502792,neapolitan ice cream,D,Très sucré,Très gras
11153502839,premium ice cream,D,Très sucré,Très gras
11153502921,ice cream,D,Très sucré,Très gras
11153503515,ice cream,D,Très sucré,Très gras
11153503539,neapolitan ice cream,D,Très sucré,peu gras
11161036173,"ice cream, chocolate fudge brownie",D,Très sucré,Très gras
11161036180,ice cream,D,Très sucré,Très gras
11161036302,ice cream bar,E,Très sucré,Très gras
11161036401,ice cream sandwiches,D,Très sucré,Très gras
11161036692,ice cream,D,Très sucré,Très gras
11161403838,real ice cream,D,Très sucré,peu gras
11161404743,neapolitan ice cream sandwitches,D,Très sucré,peu gras
11161452911,ice cream,D,Très sucré,Très gras
11161452942,ice cream,D,Très sucré,peu gras
11213011417,ice cream,D,Très sucré,Très gras
11213011424,"vanilla ice cream, moose tracks",D,Très sucré,Très gras
11213011431,ice cream,D,Très sucré,Très gras
11213011448,"ice cream, butter pecan",D,Très sucré,Très gras
11213011462,"ice cream, mint chocolate chip",D,Très sucré,Très gras
11213011479,ice cream,D,Très sucré,Très gras
11213011486,"ice cream, mackinac island fudge",D,Très sucré,Très gras
11213011493,"ice cream, neapolitan",D,Très sucré,Très gras
11213011509,"ice cream, peanut butter",D,Très sucré,Très gras
11213011516,"ice cream, chocolate chip cookie dough",D,Très sucré,Très gras
11213011523,"ice cream, black cherry",D,Très sucré,Très gras
11213011530,"ice cream, cupcake",D,Très sucré,Très gras
11213011547,"ice cream, all american cherry",D,Très sucré,peu gras
11213011578,"churn light style vanilla ice cream, moose tracks",C,Très sucré,peu gras
11213011585,ice cream,C,Très sucré,peu gras
11213013374,"indulgent creations premium ice cream, double vanilla",D,Très sucré,Très gras
11213013381,pecan ice cream,D,Très sucré,Très gras
11213013398,"indulgent creations premium ice cream, double dark chocolate",D,Très sucré,Très gras
11213013404,"indulgent creations a premium ice cream, mint chip",D,Très sucré,Très gras
11213013411,"indulgent creations a premium ice cream, michigan blueberry",D,Très sucré,Très gras
11213013473,"indulgent creations premium ice cream, brownies & fudge",D,Très sucré,Très gras
11213037769,ice cream sandwiches,D,Très sucré,peu gras
11213037776,ice cream sandwiches,D,Très sucré,peu gras
11213037783,ice cream sandwiches,C,Très sucré,peu gras
11213147468,mini ice cream sandwiches,D,Très sucré,peu gras
11213185392,low fat ice cream sandwiches,C,Très sucré,peu gras
11225032486,cookies'n cream ice cream,D,Très sucré,Très gras
11225071294,"rainbow sherbet ice cream, orange, lime & raspberry",C,Très sucré,peu gras
11225092312,"ice cream cups, vanilla",D,Très sucré,Très gras
11225092336,ice cream cups,D,Très sucré,peu gras
11225092343,ice cream cups,D,Très sucré,peu gras
11225107207,"light ice cream, cookies 'n cream",C,Très sucré,peu gras
11225107221,"light ice cream, strawberry",C,Très sucré,peu gras
11225107238,"light ice cream, vanilla fudge swirl",C,Très sucré,peu gras
11225107245,"light ice cream, neapolitan",C,Très sucré,peu gras
11225107252,"light ice cream, chocolate",C,Très sucré,peu gras
11225107269,"light ice cream, vanilla",C,Très sucré,peu gras
11225107276,"light ice cream, vanilla",C,Très sucré,peu gras
11225107283,"light ice cream, neapolitan",C,Très sucré,peu gras
11225107290,"light ice cream, fudgeswirl",C,Très sucré,peu gras
11225107306,"light ice cream, chocolate",C,Très sucré,peu gras
11225107320,"light ice cream, chocolate chip",C,Très sucré,peu gras
11225107351,"light ice cream, cookies'n cream",C,Très sucré,peu gras
11225112164,ice cream,C,Très sucré,peu gras
11225112171,neapolitan light ice cream,C,Très sucré,peu gras
11225112188,"light ice cream, chocolate",C,Très sucré,peu gras
11225250347,vanilla chocolate ice cream,D,Très sucré,peu gras
11225419690,"ice cream, chocolate",C,Très sucré,peu gras
11225419720,neapolitan ice cream,C,Très sucré,peu gras
11225419737,"ice cream, vanilla",D,Très sucré,peu gras
11225569623,vanilla ice cream,D,Très sucré,Très gras
11225569647,fudgeswirl ice cream,D,Très sucré,peu gras
11225569654,neapolitan ice cream,D,Très sucré,peu gras
11547240101,"ice cream, kona coffee chocodamia nut",C,Très sucré,Très gras
11547330024,premium ice cream,E,Très sucré,Très gras
11547330130,ice cream,D,Très sucré,Très gras
11822089739,ice cream parlor sugar cones,C,Très sucré,Sans gras
11822583190,"thrifty, ice cream, rocky road",C,Très sucré,Très gras
11822583206,ice cream,D,Très sucré,Très gras
11822583213,ice cream,D,Très sucré,Très gras
11822583220,"thrifty, ice cream, mint n' chip",D,Très sucré,Très gras
11822583237,"thrifty, ice cream",D,Très sucré,Très gras
11822583244,"thrifty, ice cream, butter pecan",D,Très sucré,Très gras
11822583251,"thrifty, ice cream, vanilla",D,Très sucré,Très gras
11822583268,"thirfty, ice cream, vanilla",D,Très sucré,Très gras
11822583275,ice cream,D,Très sucré,Très gras
11822583282,ice cream,D,Très sucré,Très gras
11822583299,"thrifty, ice cream, french vanilla",D,Très sucré,Très gras
11822583312,"thrifty, ice cream",D,Très sucré,Très gras
11822583329,"thrifty, ice cream, original pecan praline",D,Très sucré,Très gras
11822583336,"thrifty, the original ice cream, chocolate",C,Très sucré,Très gras
11822583343,ice cream,D,Très sucré,Très gras
11822583350,ice cream,D,Très sucré,Très gras
11822583367,"thrifty, ice cream, strawberry, cheesecake",D,Très sucré,peu gras
11822583381,ice cream,D,Très sucré,Très gras
11822583404,"thrifty, ice cream, chocolate peanut butter cup",C,peu sucré,Très gras
14138700046,"edaleen dairy, premium ice cream, strawberry",D,Très sucré,Très gras
14138700176,"edaleen dairy, premium ice cream, fudgy wudgy",D,Très sucré,Très gras
14138700572,"premium ice cream, vanilla",D,Très sucré,Très gras
15400132831,mini ice cream sandwiches,D,Très sucré,peu gras
15400214278,creamery select premium ice cream,D,Très sucré,Très gras
15400214506,"premium creamery select ice cream, black cherry",D,Très sucré,Très gras
15400214513,premium creamery select ice cream,D,Très sucré,Très gras
15400221313,ice cream,D,Très sucré,Très gras
15400221320,creamery select premium ice cream,D,Très sucré,peu gras
15400221344,rocky road ice cream,C,Très sucré,Très gras
15400222860,creamery select ice cream,D,Très sucré,Très gras
15400222877,"creamery select premium ice cream, banana nut",D,Très sucré,Très gras
15400223065,"creamery select premium ice cream, strawberry & homestyle vanilla",D,Très sucré,Très gras
15400223287,"creamery select premium ice cream, homestyle chocolate",C,Très sucré,Très gras
15400224253,creamery select premium ice cream,C,Très sucré,peu gras
15400224840,"creamery select premium ice cream, dulce de leche",D,Très sucré,Très gras
15400224956,"creamery select premium ice cream, vanilla",D,Très sucré,Très gras
15400224963,creamery select premium ice cream,D,Très sucré,Très gras
15400225038,"ice cream, vanilla",D,Très sucré,Très gras
15400225045,"ice cream, neapolitan",D,Très sucré,Très gras
15400228039,"cookies & cream, artificially flavored vanilla ice cream",D,Très sucré,Très gras
15400522113,"shur saving, ice cream, vanilla",D,Très sucré,Très gras
15400522120,ice cream,C,Très sucré,Très gras
15400522137,ice cream,D,Très sucré,Très gras
15400522144,"shur saving, cookies & cream ice cream",D,Très sucré,Très gras
15400522151,"shur saving, ice cream, chocolate whirl",D,Très sucré,peu gras
15400522168,"shur saving, chocolate chip ice cream, vanilla",D,Très sucré,Très gras
15400522175,ice cream,D,Très sucré,peu gras
15400522182,ice cream,D,Très sucré,Très gras
15400870450,ice cream,C,Très sucré,peu gras
15400872126,ice cream cups,C,Très sucré,peu gras
16264006009,"carvel, the original ice cream cake",D,Très sucré,Très gras
16264006023,"carvel, the original ice cream cake, chocolate vanilla",D,Très sucré,Très gras
16264006696,"ice cream cake, sinfully chocolate",D,Très sucré,Très gras
16264006764,"carvel, the original ice cream cake",D,Très sucré,Très gras
16264007051,"traditional ice cream roll, chocolate & vanilla",D,Très sucré,Très gras
16264007860,lil' love ice cream cake,D,Très sucré,Très gras
16264146996,"hello kitty, ice cream cake",D,Très sucré,Très gras
16264153932,"peanuts, premium ice cream cake",D,Très sucré,Très gras
16264153956,premium ice cream cake,D,Très sucré,Très gras
18673660414,"lochmead farms, ice cream, oregon mint fudge",D,Très sucré,Très gras
18894310266,premium ice cream,D,Très sucré,Très gras
18894310280,caramel swirl premium ice cream,D,Très sucré,peu gras
18894310297,coffee cookie crumble premium ice cream,D,Très sucré,Très gras
19022128562,gourmet mochi ice cream bonbons,D,Très sucré,peu gras
19022128593,mochi ice cream bonbons,D,Très sucré,peu gras
19022203832,"maeda-en, ice cream, black sesame",D,Très sucré,Très gras
19022417284,"ice cream, green tea",C,Très sucré,Très gras
19473005948,"prime time, ice cream, banana peanut butter chunk",D,Très sucré,Très gras
19473005955,"prime time, ice cream, chocolate cookie mint madness",D,Très sucré,Très gras
19473005962,"prime time, ice cream, plastered praline pecan",D,Très sucré,peu gras
19473005986,"prime time, ice cream, salty caramel fudge truffle",C,Très sucré,Très gras
19473006020,"prime time, ice cream, buckeye bites",D,Très sucré,Très gras
19473006099,"prime time, ice cream, denali vanilla bean",D,Très sucré,Très gras
19473006105,"prime time, ice cream, moose tracks",D,Très sucré,Très gras
19473006181,"one quality, ice cream, black raspberry chocolate chunk",D,Très sucré,Très gras
19473006211,"prime time, ice cream, chocolate moose tracks",D,Très sucré,Très gras
19473006563,"ice cream, peanut butter cup",D,Très sucré,Très gras
19473006570,"ice cream, campfire s'mores",D,Très sucré,Très gras
19473007010,"ice cream, black sweet cherry",D,Très sucré,peu gras
19473007034,"ice cream, butter pecan",D,Très sucré,Très gras
19473007089,"ice cream, chocolate",D,Très sucré,Très gras
19473007096,"ice cream, double chocolate almond",D,Très sucré,Très gras
19473007157,"ice cream, cookies 'n cream",D,Très sucré,Très gras
19473007188,"ice cream, muddy's sea salt slam",D,Très sucré,Très gras
19473007218,"ice cream, cookie dough",D,Très sucré,peu gras
19473007225,"ice cream, mint choco chip",D,Très sucré,Très gras
19473007256,"ice cream, peanut butter cup",D,Très sucré,Très gras
19473007324,"ice cream, tin roof sundae",D,Très sucré,Très gras
19473007331,"ice cream, vanilla",D,Très sucré,Très gras
19473007355,"ice cream, neapolitan",D,Très sucré,Très gras
19473007379,"ice cream, super duper scoop",D,Très sucré,Très gras
19473007409,"ice cream, campfire s'mores",D,Très sucré,Très gras
19962062735,"grand ole creamery, ice cream, strawberry",D,Très sucré,Très gras
19969009153,premium ice cream,D,Très sucré,Très gras
20505002408,ice cream,D,Très sucré,peu gras
20505002507,ice cream,D,Très sucré,peu gras
20505002606,mochi ice cream,C,Très sucré,peu gras
20652002160,ice cream,D,Très sucré,Très gras
20652002191,ice cream,D,Très sucré,Très gras
20652002207,jamocha joe ice cream,D,Très sucré,Très gras
20652002214,"cedar crest, ice cream, peanut butter cup",D,Très sucré,Très gras
20652002221,"cedar crest, ice cream, shipwreck",D,Très sucré,peu gras
20652002238,"cedar crest, ice cream, daily grind",D,Très sucré,Très gras
20652002245,"cedar crest, ice cream, sea turtle",D,Très sucré,Très gras
20652002252,big muddy ice cream,D,Très sucré,Très gras
20652004935,"gustafson's, ice cream, vanilla",D,Très sucré,peu gras
20652004959,"gustafson's, ice cream, neapolitan",D,Très sucré,peu gras
20652004966,ice creame,D,Très sucré,Très gras
20652007592,ice cream,D,Très sucré,peu gras
20652007615,"cedar crest, ice cream, natural vanilla",D,Très sucré,Très gras
20700425026,ice cream mix,D,Très sucré,Sans gras
20735110010,premium ice cream,D,Très sucré,Très gras
20735110027,"premium ice cream, french vanilla",D,Très sucré,Très gras
20735110034,"ice cream, vanilla bean",D,Très sucré,Très gras
20735110041,"premium ice cream, vanilla bean",D,Très sucré,Très gras
20735110065,premium ice cream,D,Très sucré,Très gras
20735110072,"premium ice cream, neapolitan",D,Très sucré,Très gras
20735110102,peanut butter ripple premium ice cream,D,Très sucré,Très gras
20735110119,"premium ice cream, fudge ripple",D,Très sucré,peu gras
20735110133,"premium ice cream, original recipe, tin roof sundae",D,Très sucré,Très gras
20735110140,"premium ice cream, butter pecan",D,Très sucré,Très gras
20735110164,premium ice cream,D,Très sucré,Très gras
20735110171,"premium ice cream, black raspberry",D,Très sucré,Très gras
20735110188,"premium ice cream, black cherry",D,Très sucré,peu gras
20735110201,"premium ice cream, strawberries and cream",D,Très sucré,peu gras
20735110218,"premium ice cream & sherbet, orange cream swirl",C,Très sucré,peu gras
20735110225,premium ice cream,C,Très sucré,Très gras
20735110249,"premium ice cream, chocolate chip cookie dough",D,Très sucré,Très gras
20735110256,premium ice cream,D,Très sucré,Très gras
20735110577,"premium ice cream, butter brickle",D,Très sucré,Très gras
20735111024,"original premium ice cream, rum raisin",D,Très sucré,peu gras
20735111031,"premium ice cream, touchdown sundae",D,Très sucré,Très gras
20735111116,sweet cream vanilla ice cream with chocolate cake crunchies and crunchy chocolate cookie swirl,D,Très sucré,Très gras
20735112021,"all natural ice cream, belgium style chocolate",D,Très sucré,Très gras
20735112038,"all natural ice cream, mint chocolate chip",D,Très sucré,Très gras
20735112212,"premium ice cream & sherbet, raspberry cream swirl",C,Très sucré,peu gras
20735112236,"all natural ice cream, salted caramel",D,Très sucré,Très gras
20735112243,"all natural ice cream, butter almond & chocolate",D,Très sucré,Très gras
20735112274,"premium ice cream, pistachio almond",C,Très sucré,Très gras
20735112298,southern lemon pie premium ice cream,D,Très sucré,Très gras
20735112304,"all natural ice cream, homemade vanilla",D,Très sucré,Très gras
20735112328,"all natural ice cream, chocolate, peanut butter",D,Très sucré,Très gras
20735112335,"all natural ice cream, butter pecan",D,Très sucré,Très gras
20735112342,"all natural ice cream, chocolate, chocolate chip",D,Très sucré,Très gras
20735112366,"ice cream, vanilla fudge",D,Très sucré,Très gras
20735112458,"all natural ice cream, chocolate chip",D,Très sucré,Très gras
20735112526,"ice cream, blackberry swirl",D,Très sucré,Très gras
20735112533,"ice cream, vanilla almond fudge",D,Très sucré,Très gras
20735112557,"all natural ice cream, vanilla peanut butter",D,Très sucré,Très gras
20735112564,"ice cream, mango",D,Très sucré,Très gras
20735112571,"ice cream, blueberry",D,Très sucré,Très gras
20735112588,"all natural ice cream, mocha swirl",D,Très sucré,Très gras
20735112595,"all natural ice cream, raspberry chocolate chip",D,Très sucré,Très gras
20735112601,"original recipe premium ice cream, chocolate & salted caramel",D,Très sucré,peu gras
20735121146,"cold churned ice cream, vanilla bean",C,Très sucré,peu gras
20735121184,"cold churned light ice cream, moose tracks",C,Très sucré,peu gras
20735121238,"cold churned light ice cream, extreme cookies 'n cream",C,Très sucré,peu gras
20735121283,cold churned light ice cream,C,Très sucré,peu gras
20735135013,fat free ice cream,A,peu sucré,Sans gras
20735135044,"fat free ice cream, vanilla bean",A,peu sucré,Sans gras
20735136300,light ice cream,A,peu sucré,peu gras
20735136317,"premium ice cream, homemade vanilla",D,Très sucré,Très gras
20735136324,"premium ice cream, double dunker",D,Très sucré,Très gras
20735136461,"ice cream, vanilla bean & chocolate",D,Très sucré,Très gras
20735160015,premium ice cream,D,Très sucré,peu gras
20735160022,ice cream sandwiches,D,Très sucré,Très gras
20735160107,light ice cream sandwiches,C,Très sucré,peu gras
20735419984,"ice cream, chocolate chip cookie dough",D,Très sucré,Très gras
20735419991,ice cream,D,Très sucré,Très gras
20735420003,cookies 'n cream ice cream,D,Très sucré,Très gras
20735420010,ice cream,D,Très sucré,Très gras
20735420102,ice cream,D,Très sucré,Très gras
20735420911,"premium ice cream, rocky road",D,Très sucré,Très gras
20735420935,"premium ice cream, chocolate marshmallow",D,Très sucré,peu gras
20735420942,"premium ice cream, chocolate peanut butter cup",D,Très sucré,Très gras
20735420959,dutch chocolate ice cream,C,Très sucré,Très gras
20735420966,"premium ice cream, party cake",D,Très sucré,Très gras
20735420997,"premium ice cream, banana split",C,Très sucré,Très gras
20735620205,sundae ice cream cones,D,Très sucré,Très gras
20735990148,"ice cream cake, vanilla & chocolate swirl",E,Très sucré,Très gras
20735990254,"ice cream cake, vanilla",D,Très sucré,Très gras
20735990292,"cake & ice cream cake, peppermint bark",E,Très sucré,Très gras
21130085835,premium ice cream,C,Très sucré,peu gras
21130085859,premium ice cream,D,Très sucré,Très gras
21130085873,ice cream,D,Très sucré,Très gras
21130087631,ice cream bars,C,peu sucré,Très gras
21130087921,ice cream sandwiches,D,Très sucré,peu gras
21130087945,ice cream sandwiches,D,Très sucré,Très gras
21130088027,"premium ice cream, rocky road",D,Très sucré,Très gras
21130088089,"premium ice cream, butter pecan",D,Très sucré,Très gras
21130088096,"premium ice cream, chocolate",D,Très sucré,Très gras
21130088348,"premium ice cream, mocha almond fudge",C,Très sucré,peu gras
21130088379,ice cream,C,Très sucré,peu gras
21130088607,"premium ice cream, egg nog",D,Très sucré,Très gras
21130088867,"reduced fat premium ice cream, butter pecan",D,Très sucré,peu gras
21130098514,reduced fat ice cream,C,Très sucré,peu gras
21130098538,ice cream,C,Très sucré,peu gras
21130098552,"reduced fat ice cream, chocolate",C,Très sucré,peu gras
21130098606,"sherbet ice cream, orange & vanilla",C,Très sucré,peu gras
21130098675,"ice cream, french vanilla",D,Très sucré,Très gras
21130098682,ice cream,D,Très sucré,Très gras
21130098699,original moose tracks vanilla ice cream,D,Très sucré,Très gras
21130098705,mint ice cream with a moose traces fudge swirl & dark chocolaty mint cups,D,Très sucré,Très gras
21130098712,"extreme moose tracks, chocolate ice cream",D,Très sucré,Très gras
21130098729,vanilla ice cream,D,Très sucré,Très gras
21130098736,"ice cream, java chip coffee",D,Très sucré,Très gras
21130098743,butter pecan ice cream,D,Très sucré,Très gras
21130098750,vanilla ice cream,D,Très sucré,Très gras
21130098767,chocolate ice cream,D,Très sucré,Très gras
21130098798,"neapolitan ice cream, strawberry, vanilla, and chocolate ice creams",D,Très sucré,Très gras
21130098811,vanilla ice cream with a moose tracks fudge swirl & brownie bits,D,Très sucré,Très gras
21130098828,"light & creamy ice cream, vanilla bean",C,Très sucré,peu gras
21130098866,ice cream,D,Très sucré,Très gras
21130098873,"caramel ice cream with a caramel swirl, dulce de leche",D,Très sucré,Très gras
21130098880,"ice cream, caramel caribou",D,Très sucré,Très gras
21130098897,45% less fat than our regular ice cream,D,Très sucré,peu gras
21130098903,reduced fat ice cream,D,Très sucré,peu gras
21130098910,"ice cream, mini chocolate chip",D,Très sucré,peu gras
21130098927,"ice cream, salted caramel pretzel",D,Très sucré,Très gras
21130098941,ice cream,D,Très sucré,Très gras
21130098965,"reduced fat ice cream, chocolate chip cookie dough",D,Très sucré,peu gras
21130098989,"light & creamy ice cream, french vanilla",C,Très sucré,peu gras
21130098996,"regular ice cream, vanilla",C,Très sucré,peu gras
21130099016,"mint moose tracks, ice cream with a moose tracks fudge swirl & dark chocolaty mint cups",C,Très sucré,peu gras
21130099023,chocolate chip vanilla ice cream with chocolaty flakes,D,Très sucré,Très gras
21130099047,strawberry ice cream,D,Très sucré,Très gras
21130099061,ice cream with roasted almonds,C,Très sucré,Très gras
21130114641,ice cream & white cake,D,Très sucré,Très gras
21130151608,"pantry essentials, ice cream, vanilla",C,Très sucré,peu gras
21140015273,"ice cream, butter pecan",D,Très sucré,Très gras
21140015280,"ice cream, cherry vanilla",D,Très sucré,peu gras
21140015303,"ice cream, chocolate",C,Très sucré,Très gras
21140015310,"ice cream, cookies & cream",D,Très sucré,Très gras
21140015327,"ice cream, fudge royale",D,Très sucré,peu gras
21140015358,"ice cream, orange dream",C,Très sucré,peu gras
21140015525,ice cream,D,Très sucré,Très gras
21140028488,"prestige, pumpkin pie ice cream",D,Très sucré,Très gras
21140270627,rainbow sherbet ice cream,C,Très sucré,peu gras
22314084859,marrons glaces,C,Très sucré,peu gras
22852123454,"ice cream, french vanilla",D,Très sucré,Très gras
22852417010,"super premium ice cream, french vanilla",D,Très sucré,Très gras
22852417027,"super premium organic ice cream, chocolate",D,Très sucré,Très gras
22852417034,"organic super ice cream, mint chip",D,Très sucré,Très gras
22852417041,"organic super premium ice cream, coffee",D,Très sucré,Très gras
22852417096,"organic ice cream, cherry pie",D,Très sucré,Très gras
22852417102,"organic ice cream, candy bar",D,Très sucré,Très gras
